frame,curVScroll,curHScroll,curPpuCtrl,switchNTReq,gameMode,isSprite0Active,demoPhase,demoSubphase,demoLineTextIndex,demoNTWraps,lineCounter,lineAttrIndex,lineDstLo,lineDstHi,attrDstLo,attrDstHi,phase0Cycle,phase0Timer,transferBufSel,demoBusy
1468,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1469,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1470,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1471,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1472,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1473,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1474,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1475,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1476,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1477,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1478,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1479,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1480,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1481,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1482,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1483,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1484,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1485,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1486,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1487,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1488,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1489,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1490,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1491,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1492,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1493,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1494,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1495,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1496,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1497,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1498,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1499,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1500,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1501,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1502,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1503,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1504,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1505,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1506,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1507,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1508,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1509,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1510,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1511,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1512,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1513,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1514,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1515,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1516,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1517,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1518,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1519,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1520,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1521,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1522,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1523,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1524,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1525,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1526,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1527,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1528,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1529,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1530,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1531,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1532,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1533,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1534,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1535,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1536,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1537,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1538,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1539,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1540,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1541,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1542,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1543,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1544,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1545,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1546,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1547,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1548,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1549,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
1550,08,00,B0,00,00,00,01,01,00,00,00,00,00,29,E0,2B,00,00,00,01
